release date,title,production budget,domestic budget,worldwide gross,domestic gross,negative,positive
15-Aug-19,47 Meters Down: Uncaged,"$12,000,000","$22,260,900","$47,582,563","$22,260,900",56,17
16-Aug-19,Where’d You Go Bernadette,"$20,000,000","$9,198,356","$10,844,598",$0,91,87
21-Aug-19,Ready or Not,"$6,000,000","$28,714,231","$56,785,851","$28,714,231",44,17
22-Aug-19,Angel Has Fallen,"$40,000,000","$69,030,436","$133,345,583","$69,030,436",8,7
22-Aug-19,Overcomer,"$5,000,000","$34,700,142","$38,093,564","$34,746,945",29,62
23-Aug-19,Monos,"$2,000,000","$406,473","$2,013,217","$406,473",18,18
30-Aug-19,The Informer,"$60,000,000","$300,460","$2,366,073","$300,460",5,14
30-Aug-19,Don’t Let Go,"$5,000,000","$5,215,062","$5,288,136",$0,60,70
12-Sep-19,The Goldfinch,"$40,000,000","$5,332,621","$9,429,910","$5,332,621",43,50
12-Sep-19,Hustlers,"$20,700,000","$104,963,598","$150,467,919","$104,963,598",41,61
19-Sep-19,Ad Astra,"$80,000,000","$50,188,370","$135,406,280","$50,188,370",46,46
19-Sep-19,Abominable,"$75,000,000","$60,761,390","$188,668,748","$61,270,390",3,0
19-Sep-19,Rambo: Last Blood,"$50,000,000","$44,819,352","$91,378,886","$44,819,352",22,24
27-Sep-19,3 From Hell,"$3,000,000",$0,"$119,009",$0,44,28
2-Oct-19,Joker,"$55,000,000","$335,451,311","$1,064,085,246","$335,477,657",39,38
3-Oct-19,Gemini Man,"$140,000,000","$48,546,770","$166,598,362","$48,546,770",13,38
4-Oct-19,Lucy in the Sky,"$27,000,000","$319,976","$325,943","$319,976",125,82
9-Oct-19,Zombieland: Double Tap,"$48,000,000","$73,118,130","$125,213,018","$73,123,082",25,20
11-Oct-19,The Addams Family,"$24,000,000","$97,864,733","$200,588,546","$113,502,426",2,3
11-Oct-19,Jexi,"$5,000,000","$6,546,159","$10,601,127","$6,546,159",40,26
11-Oct-19,Corpus Christi,"$1,300,000","$127,240","$10,951,283","$127,240",48,9
17-Oct-19,Maleficent: Mistress of Evil,"$185,000,000","$113,929,605","$489,181,357","$113,929,605",10,18
18-Oct-19,Jojo Rabbit,"$14,000,000","$33,370,906","$86,878,073","$33,370,906",80,88
18-Oct-19,Jay and Silent Bob Reboot,"$10,000,000","$4,589,490","$4,730,228","$4,589,490",89,52
18-Oct-19,The Lighthouse,"$4,000,000","$10,867,104","$18,263,746","$10,867,104",64,96
23-Oct-19,Black and Blue,"$12,000,000","$22,012,729","$22,730,144","$22,055,313",31,34
25-Oct-19,Countdown,"$6,500,000","$25,621,766","$42,176,201","$25,621,766",24,18
1-Nov-19,The Irishman,"$159,000,000",$0,"$914,706",$0,44,40
1-Nov-19,The Aeronauts,"$80,000,000",$0,"$6,628,721",$0,51,62
1-Nov-19,Arctic Dogs,"$50,000,000","$5,801,249","$11,285,154","$5,801,249",5,9
1-Nov-19,Motherless Brooklyn,"$26,000,000","$9,277,736","$18,477,276","$9,277,736",61,84
1-Nov-19,Harriet,"$17,000,000","$43,082,155","$44,035,587","$43,082,155",17,17
7-Nov-19,Midway,"$100,000,000","$56,846,802","$126,815,030","$56,846,802",89,64
7-Nov-19,Last Christmas,"$30,000,000","$35,150,750","$123,429,381","$35,150,750",45,36
7-Nov-19,Honey Boy,"$3,500,000","$3,012,615","$3,415,721","$3,012,615",54,89
8-Nov-19,The Good Liar,"$10,000,000","$17,156,058","$33,209,936","$17,156,058",39,85
8-Nov-19,The Report,"$8,000,000",$0,"$242,788",$0,45,47
8-Nov-19,J’ai perdu mon corps,"$4,500,000",$0,"$1,639,538",$0,2,10
8-Nov-19,Crown Vic,"$3,600,000","$3,868","$3,868","$3,868",13,12
13-Nov-19,Charlie’s Angels,"$48,000,000","$17,801,306","$73,235,048",$0,129,53
14-Nov-19,Ford v. Ferrari,"$97,600,000","$117,624,357","$224,390,706",$0,80,86
20-Nov-19,Frozen II,"$150,000,000","$477,373,578","$1,451,653,316","$477,373,578",2,1
22-Nov-19,A Beautiful Day in the Neighborhood,"$45,000,000","$61,696,436","$68,590,003","$61,704,055",54,98
22-Nov-19,21 Bridges,"$33,000,000","$28,539,757","$42,657,631","$28,539,757",35,42
27-Nov-19,Knives Out,"$40,000,000","$165,364,060","$312,898,746","$165,363,234",18,24
27-Nov-19,Queen & Slim,"$20,000,000","$43,808,310","$48,266,163","$43,808,310",44,24
27-Nov-19,Marriage Story,"$18,000,000",$0,"$321,463",$0,56,58
29-Nov-19,Underwater,"$65,000,000","$17,291,078","$39,177,495","$17,291,078",47,23
29-Nov-19,Bloodshot,"$45,000,000","$10,021,787","$37,163,054","$12,561,824",28,27
4-Dec-19,Jumanji: The Next Level,"$125,000,000","$316,831,246","$795,356,912","$320,314,960",3,4
6-Dec-19,Grand Isle,"$5,000,000",$0,"$5,444",$0,14,7
13-Dec-19,Black Christmas,"$5,000,000","$10,429,730","$18,526,087",$0,28,7
17-Dec-19,Cats,"$100,000,000","$27,166,770","$75,323,946","$27,166,770",50601,20287
18-Dec-19,Star Wars: The Rise of Skywalker,"$275,000,000","$515,202,542","$1,072,767,997",$0,50859,37142
19-Dec-19,Baekdusan,"$17,700,000","$372,562","$59,505,509",$0,12,118
19-Dec-19,Pinocchio,"$13,200,000","$1,831,718","$30,360,375","$84,254,167",3,0
25-Dec-19,1917,"$100,000,000","$159,227,644","$389,140,440","$159,227,644",10664,9010
25-Dec-19,Spies in Disguise,"$100,000,000","$66,757,013","$165,124,093","$66,757,013",2818,2273
25-Dec-19,Little Women,"$42,000,000","$108,095,955","$218,838,386","$108,101,214",2373,2848
25-Dec-19,Just Mercy,"$25,000,000","$36,001,502","$50,394,773","$36,001,502",565,688
27-Dec-19,The Gentlemen,"$22,000,000","$36,471,796","$113,152,222","$36,471,795",218,281
31-Dec-19,The Grudge,"$10,000,000","$21,216,148","$49,503,117","$110,359,362",3055,1509
3-Jan-20,The Call of the Wild,"$125,000,000","$62,342,368","$107,351,191","$62,342,368",894,720
8-Jan-20,Dolittle,"$175,000,000","$77,047,065","$251,509,294","$77,047,065",11345,12541
10-Jan-20,Like a Boss,"$29,000,000","$22,169,514","$26,563,888","$22,169,514",314,193
10-Jan-20,My Spy,"$18,000,000",$0,"$7,074,124",$0,67,66
10-Jan-20,Seberg,"$8,000,000","$448,009","$1,265,119","$434,702",55,58
15-Jan-20,Bad Boys For Life,"$90,000,000","$204,417,855","$424,471,663",$0,2156,1731
23-Jan-20,The Turning,"$12,000,000","$15,472,775","$18,460,739","$15,472,775",1383,1097
24-Jan-20,The Last Full Measure,"$20,000,000","$2,949,212","$3,321,111","$2,949,212",133,161
24-Jan-20,The Personal History of David Copperfield,"$15,600,000","$1,876,298","$14,630,654","$1,876,298",123,173
30-Jan-20,Gretel & Hansel,"$5,000,000","$15,347,654","$22,052,456","$15,347,654",2665,1591
31-Jan-20,The Rhythm Section,"$50,000,000","$5,437,971","$5,983,043","$5,437,971",306,282
31-Jan-20,The Assistant,"$1,780,000","$1,100,310","$1,350,609","$1,100,313",222,242
5-Feb-20,Birds of Prey (And the Fantabulous Emancipation…,"$82,000,000","$84,158,461","$201,005,552",$0,14733,9891
12-Feb-20,Fantasy Island,"$7,000,000","$26,441,782","$48,518,957","$27,309,289",1048,713
13-Feb-20,Sonic The Hedgehog,"$90,000,000","$146,066,470","$302,536,124",$0,29425,48852
13-Feb-20,Emma.,"$10,000,000","$10,055,355","$27,365,788","$10,055,355",455,680
14-Feb-20,The Photograph,"$15,000,000","$20,578,185","$20,704,381","$20,578,185",370,836
20-Feb-20,Brahms: The Boy II,"$10,000,000","$12,611,536","$18,968,326","$12,611,536",166,101
21-Feb-20,Impractical Jokers: The Movie,"$3,000,000","$10,466,091","$10,466,091","$10,691,091",785,820
26-Feb-20,The Invisible Man,"$7,000,000","$64,914,050","$139,011,965","$70,410,000",2590,1301
28-Feb-20,Onward,"$200,000,000","$61,555,145","$133,357,601","$61,555,145",4,0
5-Mar-20,The Way Back,"$23,000,000","$13,590,514","$14,563,409","$2,701,859",1093,1340
11-Mar-20,I Still Believe,"$12,000,000","$10,410,004","$16,703,751","$9,868,521",644,801
12-Mar-20,The Hunt,"$18,200,000","$5,812,500","$12,400,979","$613,308",1788,688
1-May-20,The Wretched,"$66,000","$1,815,440","$4,594,221","$1,814,193",20,10
24-Jun-20,Summerland,"$1,100,000","$58,434","$1,414,596","$58,498",35,43
10-Jul-20,Palm Springs,"$5,000,000",$0,"$1,818,417","$164,000",283,353
16-Jul-20,Unhinged,"$33,000,000","$20,831,465","$37,339,104","$20,831,465",860,511
29-Jul-20,The Climb,"$3,000,000","$234,429","$1,027,043",$0,12,16
30-Jul-20,The Secret: Dare to Dream,"$9,400,000",$0,"$4,920,099",$0,142,121
31-Jul-20,The SpongeBob Movie: Sponge on the Run,"$60,000,000","$4,810,790","$4,810,790","$4,810,790",4,0
31-Jul-20,Greenland,"$34,000,000",$0,"$40,629,075",$0,360,263
31-Jul-20,Cut Throat City,"$8,000,000","$855,894","$864,907","$855,894",150,157
7-Aug-20,The Tax Collector,"$30,000,000","$1,044,212","$1,309,971","$1,044,212",672,607
21-Aug-20,Words on Bathroom Walls,"$9,300,000","$2,542,518","$3,184,180","$2,542,518",414,471
23-Aug-20,Bill & Ted Face the Music,"$25,000,000","$3,439,660","$6,255,630","$3,439,660",3796,3435
26-Aug-20,Tenet,"$205,000,000","$58,504,105","$359,518,466","$58,504,105",16842,14010
26-Aug-20,The New Mutants,"$67,000,000","$23,855,569","$44,608,247","$23,852,659",10114,6760
28-Aug-20,The War with Grandpa,"$38,000,000","$21,277,892","$46,819,069","$21,277,892",386,289
1-Sep-20,Blood Quantum,"$4,500,000",$0,"$10,926",$0,218,145
4-Sep-20,Mulan,"$200,000,000",$0,"$69,973,540","$120,620,254",20247,12987
8-Oct-20,Honest Thief,"$30,000,000","$14,163,574","$32,609,631","$14,163,574",1019,880
16-Oct-20,Love and Monsters,"$30,000,000","$1,070,714","$1,131,683","$1,070,714",604,569
16-Oct-20,Demon Slayer: Kimetsu no Yaiba—The Movie: Mugen…,"$15,750,000","$49,888,502","$507,119,058",$0,8069,5439
16-Oct-20,Sh*thouse,"$15,000","$18,148","$24,745",$0,32,14
23-Oct-20,All My Life,"$25,000,000","$913,935","$2,024,063","$913,935",37,53
29-Oct-20,Come Play,"$9,000,000","$10,475,990","$12,624,174","$10,475,990",1198,649
30-Oct-20,Rogue City,"$13,000,000",$0,"$8,573",$0,72,82
30-Oct-20,Wolfwalkers,"$11,250,000",$0,"$3,241,142",$0,199,277
11-Nov-20,Hillbilly Elegy,"$45,000,000",$0,"$38,852",$0,367,508
12-Nov-20,Freaky,"$6,000,000","$9,030,855","$18,073,433","$9,030,855",1264,1152
13-Nov-20,Echo Boomers,"$2,500,000",$0,"$2,003,433","$931,000",37,33
25-Nov-20,The Croods: A New Age,"$65,000,000","$58,568,815","$214,790,246","$58,568,815",141,126
1-Dec-20,Host,"$35,000",$0,"$436,536",$0,367,377
9-Dec-20,The Midnight Sky,"$100,000,000",$0,"$75,615",$0,463,472
11-Dec-20,Minari,"$2,000,000","$2,964,816","$15,474,659","$3,110,580",1085,1738
16-Dec-20,Wonder Woman 1984,"$200,000,000","$46,801,036","$166,360,232","$46,801,036",7499,7188
25-Dec-20,News of the World,"$38,000,000","$12,668,325","$12,668,325","$12,668,325",462,442
25-Dec-20,The Father,"$6,000,000","$2,120,992","$36,427,155","$2,122,771",57,118
12-Jan-21,Lena and Snowball,"$400,000",$0,"$44,956",$0,8,11
15-Jan-21,The Marksman,"$23,000,000","$15,566,093","$23,855,847","$15,566,093",298,291
22-Jan-21,Our Friend,"$10,000,000","$657,511","$714,255","$663,725",20,25
25-Jan-21,Tang Ren Jie Tan An 3,"$117,000,000",$0,"$630,313,300",$0,2,1
28-Jan-21,The Little Things,"$30,000,000","$15,342,746","$29,735,222","$15,342,746",781,926
29-Jan-21,Nomadland,"$5,000,000","$3,700,000","$38,728,987","$3,700,000",210,317
3-Feb-21,Chaos Walking,"$100,000,000","$13,287,908","$27,072,169","$13,287,908",914,697
5-Feb-21,The Reckoning,"$3,500,000","$143,532","$465,177","$257,252",106,206
12-Feb-21,Tom and Jerry,"$50,000,000","$46,536,687","$132,370,100",$0,2,0
12-Feb-21,Judas and the Black Messiah,"$26,000,000","$5,478,009","$7,053,949","$5,478,009",1681,1708
7-Mar-21,Spirit Untamed,"$30,000,000","$17,716,215","$42,235,744","$17,716,215",2,0
19-Mar-21,Nobody,"$16,000,000","$27,568,035","$57,512,470","$27,568,035",7530,5590
25-Mar-21,Godzilla vs. Kong,"$155,000,000","$100,916,094","$468,043,852","$100,916,094",3926,2637
26-Mar-21,Peter Rabbit 2: The Runaway,"$45,000,000","$40,501,717","$150,572,678","$40,501,717",575,568
2-Apr-21,The Unholy,"$10,000,000","$15,532,137","$30,792,024","$15,532,137",1037,651
8-Apr-21,Mortal Kombat,"$55,000,000","$42,326,031","$83,508,259","$42,326,031",7954,6119
8-Apr-21,Voyagers,"$29,000,000","$3,149,935","$4,131,781","$3,149,935",219,126
22-Apr-21,Wrath of Man,"$40,000,000","$27,466,489","$103,913,405","$27,466,489",659,879
12-May-21,Spiral,"$20,000,000","$23,216,862","$39,519,588","$23,216,862",3295,2392
14-May-21,Profile,"$2,300,000","$1,744,740","$1,883,256","$1,744,740",119,89
20-May-21,F9: The Fast Saga,"$200,000,000","$173,005,945","$719,360,510","$173,005,945",21790,14399
26-May-21,A Quiet Place: Part II,"$61,000,000","$160,215,764","$296,650,356",$0,2022,1654
28-May-21,Bo Gia,"$1,000,000","$350,000","$350,000",$0,1796,274
10-Jun-21,In the Heights,"$55,000,000","$29,975,167","$43,646,976","$29,975,167",3791,4294
11-Jun-21,The Hitman’s Wife’s Bodyguard,"$70,000,000","$38,014,727","$67,387,455",$0,1806,1980
11-Jun-21,The House Next Door: Meet the Blacks 2,"$3,500,000","$2,893,660","$2,893,660","$2,893,660",14,14
22-Jun-21,Lansky,"$5,000,000","$61,030","$144,894","$61,030",263,340
30-Jun-21,Zola,"$5,000,000","$4,844,399","$5,170,200","$4,844,399",1,5
1-Jul-21,The Boss Baby: Family Business,"$82,000,000","$57,300,280","$146,281,732",$0,2,0
1-Jul-21,The Forever Purge,"$18,000,000","$44,539,245","$76,950,525","$44,539,245",3744,1315
1-Jul-21,Escape Room: Tournament of Champions,"$15,000,000","$25,314,753","$53,493,064","$25,314,753",745,701
2-Jul-21,The Tomorrow War,"$200,000,000",$0,"$19,220,000",$0,1611,980
7-Jul-21,Black Widow,"$200,000,000","$183,651,655","$379,751,131","$183,651,655",18123,16722
7-Jul-21,Annette,"$15,500,000",$0,"$3,349,127",$0,29,49
14-Jul-21,Space Jam: A New Legacy,"$150,000,000","$70,592,228","$143,187,374","$70,592,228",11966,8054
21-Jul-21,Snake Eyes: G.I. Joe Origins,"$88,000,000","$28,264,325","$34,677,221",$0,738,563
21-Jul-21,Old,"$18,000,000","$48,276,510","$89,836,797","$48,276,510",3939,2671
23-Jul-21,Midnight in the Switchgrass,"$15,000,000",$0,"$97,518",$0,127,66
28-Jul-21,Jungle Cruise,"$200,000,000","$116,987,516","$210,469,803","$116,987,516",1328,1235
28-Jul-21,The Suicide Squad,"$185,000,000","$55,817,425","$167,097,737","$55,817,425",11232,7927
30-Jul-21,The Green Knight,"$15,000,000","$17,173,321","$20,022,491","$17,173,321",1283,1778
11-Aug-21,PAW Patrol: The Movie,"$26,000,000","$40,127,371","$151,403,419","$40,127,371",2,0
12-Aug-21,Don’t Breathe 2,"$15,000,000","$32,638,038","$47,201,347",$0,3051,2330
13-Aug-21,CODA,"$10,000,000",$0,"$2,237,618",$0,37,31
18-Aug-21,Reminiscence,"$67,972,729","$3,900,193","$15,449,322","$3,900,193",1152,1699
1-Sep-21,Shang-Chi and the Legend of the Ten Rings,"$150,000,000","$224,543,292","$432,224,634","$224,543,292",29136,30760
2-Sep-21,Malignant,"$40,000,000","$13,391,791","$33,974,421","$13,391,791",618,516
15-Sep-21,Dune,"$165,000,000","$109,987,830","$431,131,509","$108,897,830",25747,24232
24-Sep-21,The Many Saints of Newark,"$50,000,000","$8,237,403","$12,732,039","$8,237,403",2934,2496
29-Sep-21,No Time to Die,"$250,000,000","$160,891,007","$758,929,771","$160,891,007",7441,6154
30-Sep-21,Venom: Let There be Carnage,"$110,000,000","$213,550,366","$501,546,922",$0,3130,2148
13-Oct-21,The Last Duel,"$100,000,000","$10,853,945","$30,080,003","$10,853,945",2275,2206
14-Oct-21,Halloween Kills,"$20,000,000","$92,002,155","$130,851,162","$92,002,155",9691,6089
15-Oct-21,Vuosisadan häät,"$1,450,175",$0,"$144,664",$0,1,1
27-Oct-21,Last Night in Soho,"$43,000,000","$10,127,625","$22,567,607","$10,127,625",904,1442
29-Oct-21,A Mouthful of Air,"$2,300,000","$269,435","$269,435","$269,435",125,67
3-Nov-21,Eternals,"$200,000,000","$164,870,264","$401,731,759","$164,870,234",31972,33448
4-Nov-21,Red Notice,"$150,000,000",$0,"$173,638",$0,2682,3101
4-Nov-21,Annaatthe,"$24,000,000",$0,"$447,432",$0,16906,22594
10-Nov-21,Clifford the Big Red Dog,"$64,000,000","$48,947,356","$78,425,805","$48,947,356",4473,2829
17-Nov-21,The Power of the Dog,"$35,000,000",$0,"$732,269",$0,849,783
18-Nov-21,Ghostbusters: Afterlife,"$75,000,000","$129,360,575","$203,614,138","$129,360,575",17304,13842
18-Nov-21,King Richard,"$50,000,000","$15,138,334","$37,994,866","$15,129,285",759,1295
19-Nov-21,C’mon C’mon,"$8,300,000","$2,005,481","$3,299,430",$0,15,24
24-Nov-21,Encanto,"$150,000,000","$96,093,622","$231,041,599","$96,093,622",5095,5029
24-Nov-21,House of Gucci,"$75,000,000","$53,809,574","$147,474,138","$53,809,574",1997,3072
24-Nov-21,Resident Evil: Welcome to Raccoon City,"$25,000,000","$17,000,612","$41,909,091","$17,000,612",9085,4707
26-Nov-21,Licorice Pizza,"$40,000,000","$17,318,007","$32,903,549","$17,318,007",229,335
1-Dec-21,Sing 2,"$85,000,000","$162,790,990","$404,534,588","$162,790,990",2,0
3-Dec-21,Flee,"$3,400,000","$339,754","$2,062,173","$339,754",3,10
8-Dec-21,West Side Story,"$100,000,000","$38,530,322","$74,826,329","$44,055,492",1682,2332
10-Dec-21,National Champions,"$9,000,000","$475,488","$475,488","$475,488",40,33
14-Dec-21,Spider-Man: No Way Home,"$200,000,000","$814,115,070","$1,907,836,254","$814,115,070",139314,107655
16-Dec-21,The Matrix Resurrections,"$190,000,000","$40,463,197","$159,197,755","$37,686,805",35018,27573
17-Dec-21,Nightmare Alley,"$60,000,000","$11,338,107","$37,537,773","$11,338,107",196,292
22-Dec-21,The King’s Man,"$100,000,000","$37,176,373","$121,125,300",$0,5145,5121
25-Dec-21,A Journal for Jordan,"$25,000,000","$6,545,174","$6,682,685","$6,545,174",973,332
30-Dec-21,Chempion mira,"$7,000,000",$0,"$6,739,989",$0,7,34
6-Jan-22,The 355,"$75,000,000","$14,570,455","$18,902,798","$14,570,455",1371,745
12-Jan-22,Scream,"$24,000,000","$81,641,405","$138,874,789","$103,046,663",5690,3867
21-Jan-22,The King’s Daughter,"$40,500,000","$1,747,263","$2,157,750",$0,274,162
3-Feb-22,Moonfall,"$150,000,000","$19,060,660","$59,053,195","$19,060,660",2169,1306
3-Feb-22,jackass forever,"$10,000,000","$57,743,451","$74,789,292",$0,3749,3234
9-Feb-22,Death on the Nile,"$90,000,000","$45,630,104","$130,298,184","$45,630,104",3107,3886
9-Feb-22,Marry Me,"$23,000,000","$22,438,180","$48,774,993","$22,438,180",709,915
10-Feb-22,Uncharted,"$120,000,000","$148,648,820","$400,689,914","$148,648,820",13699,9936
10-Feb-22,Blacklight,"$29,000,000","$9,591,094","$16,017,096","$9,591,094",226,209
18-Feb-22,Dog,"$15,000,000","$61,778,069","$84,543,632","$61,778,069",722,851
1-Mar-22,The Batman,"$200,000,000","$369,345,583","$765,950,479","$369,345,583",33424,33205
4-Mar-22,A Day to Die,"$5,000,000",$0,"$98,616",$0,57,29
10-Mar-22,Turning Red,"$175,000,000","$1,399,001","$12,271,142","$1,399,001",9462,9684
17-Mar-22,The Bad Guys,"$70,000,000","$97,459,240","$250,901,649","$97,459,240",2,0
17-Mar-22,X,"$1,000,000","$11,769,469","$15,113,105","$11,765,309",68,61
18-Mar-22,The Outfit,"$5,000,000","$3,344,040","$4,389,636","$3,344,040",166,300
24-Mar-22,The Lost City,"$74,000,000","$105,344,029","$192,327,444","$105,344,029",829,848
25-Mar-22,Everything Everywhere All At Once,"$25,000,000","$77,169,474","$111,419,433",$0,1141,2179
30-Mar-22,Sonic the Hedgehog 2,"$90,000,000","$190,872,904","$405,154,426","$190,872,904",2,0
30-Mar-22,Morbius,"$75,000,000","$73,865,530","$162,759,437","$73,865,530",20109,15644
1-Apr-22,The Unbearable Weight of Massive Talent,"$30,000,000","$20,300,157","$29,116,320","$20,300,157",373,619
6-Apr-22,Fantastic Beasts: The Secrets of Dumbledore,"$200,000,000","$95,850,844","$404,560,145","$95,850,844",10909,8196
13-Apr-22,Father Stu,"$4,000,000","$21,096,678","$21,799,053","$21,090,677",989,1039
15-Apr-22,Operation Mincemeat,"$6,300,000",$0,"$15,607,881",$0,598,592
4-May-22,Doctor Strange in the Multiverse of Madness,"$200,000,000","$411,331,607","$952,224,986","$411,331,607",45898,50690
20-May-22,Top Gun: Maverick,"$170,000,000","$718,732,821","$1,467,987,219","$718,732,821",4999,4087
1-Jun-22,Jurassic World: Dominion,"$165,000,000","$376,851,080","$1,004,004,592",$0,22613,22801
10-Jun-22,Mad God,"$150,000","$325,042","$329,009","$325,042",142,122
15-Jun-22,Lightyear,"$200,000,000","$118,307,188","$218,768,299","$118,307,188",10908,13341
16-Jun-22,Minions: The Rise of Gru,"$80,000,000","$370,270,765","$939,301,597","$370,270,765",2,0
22-Jun-22,Elvis,"$85,000,000","$151,416,153","$279,938,634","$151,040,048",3209,4263
24-Jun-22,The Man From Toronto,"$75,000,000",$0,"$470,000",$0,1659,1350
24-Jun-22,Marcel the Shell with Shoes On,"$6,000,000","$6,333,703","$6,983,781","$6,333,702",428,562
1-Jul-22,Thor: Love and Thunder,"$250,000,000","$343,256,830","$760,928,081","$343,256,830",40769,49303
13-Jul-22,The Gray Man,"$200,000,000",$0,"$451,178",$0,7706,13570
14-Jul-22,Bullet Train,"$85,900,000","$103,368,602","$238,534,963","$103,368,602",3742,4178
15-Jul-22,Paws of Fury: The Legend of Hank,"$45,000,000","$17,811,382","$40,166,138","$17,811,382",559,401
15-Jul-22,Where the Crawdads Sing,"$24,000,000","$90,230,760","$136,539,552","$90,230,760",485,790
15-Jul-22,Mrs. Harris Goes to Paris,"$13,000,000","$10,433,915","$31,098,475",$0,43,166
21-Jul-22,Nope,"$68,000,000","$123,277,080","$172,039,087","$123,277,080",7546,6173
27-Jul-22,DC League of Super Pets,"$90,000,000","$93,657,117","$203,891,589",$0,1800,1840
10-Aug-22,Beast,"$36,000,000","$31,846,530","$59,168,339","$31,846,530",3742,3497
24-Aug-22,Three Thousand Years of Longing,"$60,000,000","$8,286,741","$21,245,954","$8,286,741",889,1482
8-Sep-22,Ticket to Paradise,"$60,000,000","$68,275,985","$168,576,981","$68,275,985",604,784
8-Sep-22,Barbarian,"$4,500,000","$40,842,944","$45,352,337","$40,842,944",1289,987
14-Sep-22,Armageddon Time,"$15,000,000","$1,872,625","$6,568,234","$1,872,625",73,61
15-Sep-22,The Woman King,"$50,000,000","$67,328,130","$94,374,749","$67,328,130",4431,3039
28-Sep-22,Smile,"$17,000,000","$105,935,048","$217,068,735","$105,935,048",2062,1780
6-Oct-22,Amsterdam,"$80,000,000","$14,947,969","$29,400,826","$14,947,969",1796,2767
6-Oct-22,"Lyle, Lyle, Crocodile","$50,000,000","$46,888,441","$107,192,068","$46,888,441",696,754
6-Oct-22,Terrifier 2,"$250,000","$10,962,502","$15,702,292","$10,962,499",446,529
12-Oct-22,Halloween Ends,"$20,000,000","$64,079,860","$105,400,796","$64,079,860",7659,4677
19-Oct-22,Black Adam,"$200,000,000","$168,283,344","$390,455,088","$168,152,111",11582,11841
21-Oct-22,The Banshees of Inisherin,"$20,000,000","$10,582,266","$52,344,724","$10,582,266",515,763
28-Oct-22,The Lair,"$5,800,000",$0,"$66,980",$0,51,30
9-Nov-22,Black Panther: Wakanda Forever,"$250,000,000","$453,829,060","$853,985,546","$453,829,060",32084,43290
9-Nov-22,Guillermo Del Toro’s Pinocchio,"$35,000,000",$0,"$86,906",$0,2277,2917
16-Nov-22,The Menu,"$30,000,000","$41,280,699","$75,820,378","$38,501,125",1178,1291
18-Nov-22,The Inspection,"$3,000,000","$385,627","$430,608","$390,429",166,218
22-Nov-22,Strange World,"$135,000,000","$39,089,002","$70,699,728","$37,968,963",2901,2514
30-Nov-22,Violent Night,"$20,000,000","$50,057,405","$76,599,977","$50,057,405",3498,4305
1-Dec-22,I Heard the Bells,"$3,000,000","$5,644,104","$5,679,324","$5,644,104",12,44
2-Dec-22,Puss in Boots: The Last Wish,"$90,000,000","$186,090,535","$485,261,411","$186,090,535",2,0
9-Dec-22,Avatar: The Way of Water,"$460,000,000","$684,075,767","$2,317,514,386","$684,075,767",21347,26424
21-Dec-22,The Whale,"$3,000,000","$17,453,440","$54,044,481","$17,463,630",3495,4356
23-Dec-22,Babylon,"$110,000,000","$16,596,054","$64,474,137","$15,351,455",1968,2360
25-Dec-22,A Man Called Otto,"$50,000,000","$64,267,657","$108,641,148","$64,267,657",1031,873
28-Dec-22,Kiljuset!,"$1,606,057",$0,"$1,029,483",$0,2,0
4-Jan-23,Hamsterit,"$1,784,448",$0,"$699,804",$0,5,1
5-Jan-23,Operation Fortune: Ruse de guerre,"$50,000,000","$6,496,125","$27,835,815",$0,175,229
13-Jan-23,Järjettömän paska idea,"$1,705,215",$0,"$213,089",$0,1,1
13-Jan-23,Pertsa & Kilu 2,"$1,227,229",$0,"$752,464",$0,2,0
13-Jan-23,Skinamarink,"$15,000","$2,052,272","$2,092,787","$2,052,272",201,130
1-Feb-23,Knock at the Cabin,"$20,000,000","$35,397,980","$54,712,735","$35,397,980",2959,2020
3-Feb-23,80 for Brady,"$28,000,000","$39,448,525","$40,384,027","$39,330,588",421,426
15-Feb-23,Ant-Man and the Wasp: Quantumania,"$200,000,000","$214,506,909","$463,635,303","$214,504,909",546,591
24-Feb-23,Jesus Revolution,"$15,000,000","$52,102,987","$53,381,966","$52,102,987",358,581
1-Mar-23,Creed III,"$75,000,000","$156,248,615","$274,448,615","$156,248,615",4900,5089
2-Mar-23,Dungeons & Dragons: Honor Among Thieves,"$150,000,000","$93,549,650","$207,854,947","$93,277,026",5699,5108
8-Mar-23,Scream VI,"$35,000,000","$108,391,107","$169,063,850","$108,161,389",6126,4256
9-Mar-23,65,"$45,000,000","$32,062,904","$56,241,027","$32,062,904",7657,7916
15-Mar-23,Shazam! Fury of the Gods,"$125,000,000","$57,721,819","$132,276,175","$57,638,006",5784,5955
22-Mar-23,John Wick: Chapter 4,"$100,000,000","$187,131,806","$432,474,706","$187,131,806",7660,7732
25-Mar-23,Knights of the Zodiac,"$60,000,000","$1,090,155","$6,951,086","$1,090,155",896,672
30-Mar-23,His Only Son,"$250,000","$12,084,084","$13,506,715","$12,392,740",11,31
4-Apr-23,The Super Mario Bros. Movie,"$100,000,000","$574,934,330","$1,361,644,336","$574,934,330",2,0
5-Apr-23,The Pope’s Exorcist,"$18,000,000","$20,009,380","$72,913,467",$0,1968,1606
6-Apr-23,Renfield,"$86,203,077","$17,297,895","$26,874,347","$17,297,895",2491,3373
